country,year,party_id,party,vote,epvote,family,eu_position,eu_intmark,eu_foreign,lrgen,lrecon,spendvtax,deregulation,redistribution,civlib_laworder,sociallifestyle,religious_principles,immigrate_policy,multiculturalism,environment,regions,ethnic_minorities,nationalism
24,2024,2417,AP!,5.03,9.46,3,6.7199998,7.0,6.0,5.181818,5.7199998,4.6666665,5.0,4.8235292,3.4285715,2.1666667,3.0,3.6666667,4.2222223,4.1111112,6.125,4.0,2.9000001
24,2024,2418,S!,6.88,2.0,8,3.0,4.3333335,3.3333333,4.25,3.3913043,6.0,5.1999998,4.0,5.625,5.1875,4.4285712,6.3571429,3.2727273,5.1999998,3.5714285,1.1818181,5.090909
24,2024,2419,LPV,6.31,6.23,9,3.5,5.1428571,2.8333333,6.6842103,6.0869565,7.1111112,6.5714288,6.6666665,6.6666665,6.7430556,7.75,6.625,4.5,5.8571429,5.6666665,3.0,6.1999998
24,2024,2420,Progresivie,6.23,7.5300002,7,6.8800001,6.4285712,6.5,2.6818182,2.72,2.6666667,3.5555556,2.1052632,3.0,1.166666625,2.5,2.5714285,3.1500001,2.1111112,6.0,3.4545455,1.9090909
25,2024,2501,LSDP,19.32,17.98,5,6.5789475,6.0,5.1999998,3.7058823,3.6111112,2.8888888,3.5999999,3.0714285,4.1666665,3.8125,2.625,5.1875,5.3846154,4.7142859,5.0,4.3333335,5.4000001
25,2024,2506,TS-LKD,18.0,21.33,2,6.7894735,6.0,4.8000002,6.4705882,5.8333335,3.6666667,5.5999999,5.0,4.8333335,3.52678575,6.0,5.4375,5.7857141,4.3333335,5.5,3.75,5.4000001
25,2024,2507,LVZS,7.02,9.1300001,11,5.0555553,6.0,2.75,6.4166665,3.8823528,4.625,4.1999998,4.3333335,6.5,7.4375,6.5,7.0666666,7.4166665,7.0,6.3333335,6.5,8.1999998
25,2024,2511,LLRA,3.88,5.7800002,8,4.4210525,6.0,2.6666667,7.0666666,3.4666667,3.625,4.6666665,3.8888888,6.5999999,8.1875,8.5,7.0,6.6999998,5.5,5.0,0.60000002,7.8000002
25,2024,2518,LS,7.7,5.4200001,3,6.7894735,5.5,5.0,6.5625,7.6666665,7.0,8.1999998,7.3571429,3.1666667,1.8125,2.125,4.0,4.3846154,3.8571429,2.6666667,3.6666667,4.0
25,2024,2524,Laisvės,4.62,8.1000004,3,6.7894735,6.0,5.0,6.2666669,8.0555553,7.3333335,8.3999996,8.0714283,2.0,0.625,1.125,3.3125,3.2857144,2.1428571,2.6666667,2.0,3.4000001
25,2024,2525,PPNA,14.97,,9,4.2941175,6.0,2.25,7.8000002,4.1428571,4.5714288,3.5,3.6363637,6.8333335,7.2142856,6.0,8.1999998,7.8333335,6.1999998,5.3333335,6.6666665,7.5
25,2024,2526,DSVL,9.22,5.9499998,7,6.3157897,5.5,4.75,4.5882354,4.6666665,4.1111112,4.75,4.3076925,5.1666665,4.5625,4.125,5.6666665,5.6153846,4.4000001,5.6666665,4.5,5.25
25,2024,2527,NS,2.87,3.79,1,3.4444444,6.0,1.6,8.6875,4.375,4.3333335,3.5,3.909091,7.6666665,7.875,8.1428576,9.0,9.5,5.8000002,4.6666665,8.0,9.1999998
25,2024,2528,PLT,0.77,1.25,3,5.1875,6.0,3.5,6.0714288,5.7857141,5.5,5.5,5.4000001,4.5999999,4.54166675,4.5,6.4545455,5.75,5.0,4.6666665,4.0,5.3333335
26,2024,2601,Nowa Lewica,5.55,5.0,5,6.8965516,5.8888888,5.7777777,2.4074075,2.3214285,1.9230769,3.3846154,2.3703704,2.0666666,0.700000015,1.2,3.1481481,3.0833333,1.8571428,3.0,1.6,1.5625
26,2024,2603,PO,30.7,37.099998,4,6.6333332,6.4000001,4.8000002,4.9285712,6.1724138,5.4615383,6.7142859,5.3928571,3.125,2.8916666500000003,3.7,7.0,5.9583335,3.5714285,3.5714285,3.2,3.5625
26,2024,2605,PiS,35.4,36.200001,1,3.0999999,4.4000001,1.4,7.6428571,2.5172415,3.6923077,3.7142856,2.6071429,8.3125,8.516666650000001,8.3000002,8.75,9.1599998,7.7142859,7.9285712,8.125,9.0625
26,2024,2606,PSL,14.4,3.1199999,11,5.3793101,5.1111112,3.0999999,6.5357141,4.1724138,5.1666665,3.6923077,3.8518519,5.5999999,6.8030305,6.9000001,7.2962961,7.6086955,5.5,4.1428571,6.0714288,6.75
26,2024,2619,Konfederacja,7.2,12.1,1,1.5172414,4.625,1.3,9.3928576,8.9642859,9.3846149,8.4615383,8.666667,7.875,9.240259649999999,7.6999998,9.8148146,9.695652,8.8571424,7.7777777,9.666667,9.8125
26,2024,2620,Razem,2.1,1.3,6,6.4444447,4.8571429,5.25,1.0384616,0.85185188,0.5,2.0769231,0.95999998,1.0666667,0.7333333449999999,0.55555558,1.8076923,1.875,1.4285715,2.9166667,1.0666667,0.875
26,2024,2623,Polska 2050,7.2,2.5999999,3,6.3103447,6.1111112,5.0,5.5925927,6.3214288,5.9230771,6.1538463,5.2692308,3.7333333,3.9848486000000003,5.5,5.6666665,5.7727275,3.6428571,3.4166667,4.1428571,4.0625
27,2024,2701,PSD,21.96,28.1,5,6.2173915,5.5555553,4.4285712,4.181818,4.0454545,3.6666667,3.7,2.7727273,5.0,5.2587414,7.909091,5.0952382,5.7894735,4.1999998,5.1111112,4.9000001,6.5555553
27,2024,2705,PNL,13.2,20.450001,3,6.5652175,6.3333335,4.5714288,6.2727275,6.818182,5.9166665,6.1999998,7.0999999,3.75,4.9576924,6.7272725,4.5714288,5.3157897,3.3,3.8888888,4.6999998,5.3000002
27,2024,2706,UDMR,6.33,6.48,8,6.2173915,5.5555553,4.1428571,5.590909,5.4285712,4.3636365,5.0,5.0500002,4.375,5.0461539,7.0,5.5,4.1666665,4.0,0.77777779,0.090909094,5.0
27,2024,2713,USR,12.4,8.7200003,3,6.652174,6.5555553,5.1666665,5.818182,7.0454545,7.3333335,6.4000001,7.5999999,3.75,3.4038461499999997,5.0,4.3333335,3.7368422,2.1111112,4.2222223,3.5999999,3.7
27,2024,2715,AUR,18.01,14.93,1,2.347826,3.3333333,1.0,9.136364,4.6500001,5.6363635,4.0,3.5,8.5,8.5749998,9.181818,9.3999996,9.2105265,7.7777777,8.2857141,9.727273,8.8999996
27,2024,2716,SOS RO,7.36,5.0300002,1,1.5454545,2.1666667,1.0,9.6190472,3.7647059,5.5714288,4.25,3.3125,8.8571424,8.625,9.0,9.5,9.4444447,8.7777777,8.5,9.818182,9.6999998
27,2024,2717,POT,6.46,,1,1.375,2.6666667,1.0,9.9285717,4.2222223,6.3333335,10.0,4.0,10.0,8.4375,9.5714283,9.0,9.833333,9.25,9.5,10.0,10.0
28,2024,2803,Smer-SD,23.0,24.77,5,3.0476191,5.4285712,1.5714285,4.7777777,2.4285715,2.7777777,3.25,2.4117646,8.25,8.0944445,5.909091,9.333333,9.0,6.75,7.1111112,8.1428576,8.5
28,2024,2805,KDH,6.8,7.1500001,2,5.5238094,6.1428571,4.5714288,6.9444447,5.6666665,4.8000002,5.0,4.25,6.375,6.98888875,9.090909,6.3333335,7.4375,5.0,4.875,5.0,7.875
28,2024,2809,SNS,5.6,1.9,1,2.0,4.3333335,1.7142857,8.5,4.4000001,3.6666667,2.3333333,4.0,8.25,8.627777550000001,8.818182,9.3888893,9.375,7.7777777,7.8888888,9.4285717,9.75
28,2024,2812,SaS,6.3,4.9200001,3,5.3333335,6.5714288,4.3333335,6.7777777,8.0,7.8000002,7.75,7.647059,2.75,3.13888885,1.4545455,5.6666665,5.25,5.7777777,3.875,5.0,3.0
28,2024,2814,OLaNO,8.9,1.99,2,4.7894735,5.6666665,3.8571429,6.1176472,5.0999999,4.25,4.1999998,3.875,5.25,6.20000005,7.5454545,6.1875,6.8571429,5.5714288,5.75,4.3333335,6.375
28,2024,2819,PS,18.0,27.82,3,6.9523811,6.8571429,6.1428571,4.5555553,5.0476189,3.9000001,5.0,4.5294118,1.75,0.316666675,1.4545455,2.4117646,1.75,1.1111112,3.5,2.5,1.25
28,2024,2822,Aliancia,4.39,3.8800001,8,3.7894738,5.5,2.25,7.0714288,5.1666665,5.0,3.0,4.909091,5.6666665,7.42499995,6.4444447,7.8000002,5.8666668,6.5714288,3.0,3.0,7.5
28,2024,2823,Hlas,14.7,7.1799998,5,4.7142859,5.7142859,3.1666667,4.0,3.5714285,3.3,4.5714288,3.5882354,6.0,5.8375001,4.6363635,7.1875,7.3333335,5.375,5.375,5.5,6.0
28,2024,2824,Republika,4.75,12.53,1,1.3809524,3.6666667,1.1428572,9.1111107,5.0526314,4.125,2.2,4.4000001,8.875,9.11111115,8.818182,9.7222223,9.6875,8.333333,8.0,9.7142859,9.875
29,2024,2902,SDS,23.48,30.610001,2,5.0588236,6.25,3.0,8.5,8.0588236,8.4285717,6.4285712,7.2307692,7.75,8.71428585,8.333333,9.125,8.9285717,6.75,2.8333333,7.6363635,9.0
29,2024,2903,SD,6.69,7.77,5,6.2941175,5.75,5.3333335,3.0714285,2.8235295,2.4285715,3.8571429,2.9230769,3.5,2.6964285500000003,1.6666666,3.5,3.2857144,3.125,4.5,2.3636363,2.5
29,2024,2905,NSi,6.86,7.5900002,4,6.1999998,5.75,4.8333335,7.4285712,7.5882354,8.666667,7.1428571,7.0769229,6.5,8.16071415,8.0,7.9375,8.1428576,6.0,3.5,7.090909,8.0
29,2024,2912,Levica,4.46,4.8099999,5,4.4705882,3.25,4.3333335,1.2142857,0.88235295,1.8571428,2.2857144,0.84615386,2.75,1.732142865,1.3333334,1.3125,1.2142857,2.2857144,5.1999998,1.1818181,0.5
29,2024,2916,GS,34.45,22.129999,3,6.1176472,6.6666665,5.5,3.7692308,3.375,2.5714285,3.6666667,4.0,3.75,2.95833335,2.0,3.8666666,3.3076923,3.7142856,5.5999999,2.4000001,2.75
29,2024,2917,Vesna,1.35,10.54,7,5.8571429,4.3333335,4.0,3.6428571,3.2666667,2.6666667,4.5999999,3.3,3.0,3.75,2.0,4.181818,3.7272727,1.875,4.5,2.5555556,2.5
29,2024,2918,Resni.ca,2.86,3.97,1,2.9333334,2.0,1.5,8.083333,7.6999998,6.75,9.0,6.375,8.0,8.0,2.0,8.1538458,8.333333,5.0,5.6666665,8.4285717,7.6666665
29,2024,2919,SLS,3.41,7.21,4,5.0625,5.75,2.6666667,7.9230771,6.8666668,8.0,6.0,6.818182,7.3333335,7.9749999,8.0,8.1333332,8.363636,5.4285712,3.1666667,7.5454545,8.5
31,2024,3101,HDZ,34.42,35.130001,4,6.8000002,5.8000002,4.3333335,6.4444447,4.5999999,4.625,5.5555553,4.4705882,6.0,5.93650795,6.8571429,5.352941,6.25,4.125,7.0,4.5999999,5.8000002
31,2024,3102,SDP,24.2,24.4,5,6.5500002,5.4000001,4.1666665,3.6666667,3.5999999,3.375,4.0,3.1176472,3.5,2.16666665,2.4285715,4.1764708,4.6875,3.25,3.5999999,3.2,3.4000001
31,2024,3106,IDS,2.25,3.6500001,8,6.6842103,6.1999998,4.8333335,4.0,5.1666665,5.1428571,5.875,4.875,3.0,2.6888888,2.5999999,3.9285715,3.7857144,3.0,1.5454545,1.4,1.4
31,2024,3110,SDSS,1.4,1.83,5,6.2777777,4.0,4.4000001,3.7222223,3.0,3.0,4.1111112,2.9230769,3.0999999,3.44642855,4.0,4.4000001,3.9230769,3.8333333,1.7777778,0.2,2.5999999
31,2024,3115,Most,8.02,4.0100002,2,4.0500002,3.0,1.5,7.7777777,6.0526314,6.25,6.25,5.352941,8.0,7.539682600000001,7.7142859,8.7058821,8.0666666,5.3333335,3.7,8.3999996,8.8000002
31,2024,3120,M!,9.1,5.9299998,7,6.3157897,4.5999999,4.5,2.2777777,2.3499999,1.875,2.8888888,2.1764705,1.4,0.619047645,1.1428572,2.5294118,2.4117646,0.55555558,1.8,1.1,0.2
31,2024,3121,Centar,1.2,1.23,3,6.3499999,6.0,4.8333335,4.7222223,6.3684211,6.25,6.8888888,5.7647057,2.2,2.47619055,1.5714285,3.9166667,4.6153846,3.25,2.5,2.5999999,1.8
31,2024,3122,DPS,9.56,8.8400002,1,3.4210527,2.5,1.5,8.9444447,6.3000002,6.25,6.125,6.0,9.0,8.4841268,9.1428576,9.2352943,8.6875,6.75,6.5,9.3999996,9.8000002
34,2024,3401,AKP,35.61,,2,3.6428571,,,8.1428576,6.7142859,4.3333335,7.75,6.3571429,8.8571424,8.69047645,9.375,2.7857144,4.6428571,8.0,9.2857141,6.5,8.4285717
34,2024,3402,CHP,25.33,,5,6.3571429,,,3.5,3.5,2.5555556,3.25,2.6428571,4.7142859,2.64285715,0.875,7.3571429,6.9285712,2.125,5.5714288,3.8333333,4.4285712
34,2024,3403,MHP,10.07,,1,1.9285715,,,9.1428576,6.0,4.3333335,4.6666665,6.2142859,10.0,8.6666665,8.5,5.7857141,8.2857141,6.875,10.0,8.166667,10.0
34,2024,3408,IYI,9.69,,3,4.7692308,,,6.2857141,5.2857141,2.8888888,5.25,4.3571429,6.2857141,5.2380953,3.875,8.5,8.1428576,4.5,8.0,7.6666665,6.8571429
34,2024,3415,DEM,8.9,,7,6.3076925,,,2.0,2.6666667,3.1111112,2.0,1.8571428,1.1666666,1.928571435,2.125,3.3,2.5714285,1.4285715,0.42857143,0.16666667,1.0
34,2024,3416,YRP,2.81,,10,1.25,,,9.1428576,6.1666665,3.875,4.5,4.4285712,8.2857141,9.64285705,10.0,6.75,7.4166665,6.3333335,7.0,7.5,8.5714283
34,2024,3417,TiP,1.73,,6,4.1111112,,,0.64285713,0.64285713,1.5,0.66666669,0.85714287,1.6,1.714285715,0.2857143,4.5999999,4.0,0.5714286,2.0,1.5,0.85714287
35,2024,3501,Ap,26.3,,5,5.2307692,,,3.6923077,3.6923077,3.5999999,3.8571429,2.9166667,5.75,2.0,2.75,5.6923075,4.9000001,4.5,5.2857141,4.2857141,4.7142859
35,2024,3502,FrP,11.6,,1,2.3076923,,,7.7692308,7.6923075,7.8000002,8.2857141,5.9166665,9.75,4.57142855,5.25,9.3846149,9.1999998,8.0,6.1666665,8.1428576,8.7142859
35,2024,3503,H,20.4,,2,6.2307692,,,6.6153846,6.8461537,6.5999999,7.4285712,6.25,6.25,2.5714285,4.5,6.2307692,5.6999998,5.3333335,6.2857141,4.4285712,4.2857141
35,2024,3504,SV,7.6,,6,2.0,,,1.8461539,1.9230769,1.4,1.5714285,1.25,2.25,0.64285715,1.25,2.0,1.9,1.6666666,3.8,2.4285715,1.5714285
35,2024,3505,Sp,13.5,,11,1.3076923,,,5.0769229,4.5384617,4.8000002,3.5714285,4.25,7.0,3.66666675,5.0,6.7692308,6.8000002,5.8333335,0.75,5.8333335,8.1428576
35,2024,3506,KrF,3.8,,4,3.5833333,,,5.8461537,5.3076925,5.0,5.0,4.0,6.75,5.92857145,9.0,3.7692308,5.5,3.6666667,3.75,5.1428571,6.4285712
35,2024,3507,V,4.6,,3,6.6923075,,,5.7692308,6.2307692,5.5999999,7.1428571,5.3333335,1.5,1.2142857,2.75,2.6153846,2.9000001,1.4,4.3333335,2.7142856,1.4285715
35,2024,3508,MDG,3.9,,7,5.3846154,,,3.7692308,4.3846154,3.25,4.0,3.0999999,1.75,0.83333337,2.75,3.0,2.625,0.5,4.0,2.75,1.7142857
35,2024,3509,R,4.7,,6,1.1538461,,,0.61538464,0.46153846,1.0,0.5714286,0.41666666,2.0,0.8214286,1.0,2.0,2.0999999,3.0,3.6666667,2.6666667,3.0
36,2024,3601,SVP/UDC,27.93,,1,1.0666667,,,9.0,8.333333,8.6000004,6.5999999,8.2666664,9.125,8.5714288,5.8333335,9.6000004,9.0666666,8.25,2.25,8.75,9.2857141
36,2024,3602,SP/PS,18.27,,5,5.5999999,,,1.6666666,1.6,0.69999999,2.0,0.80000001,2.25,0.464285715,1.5714285,2.0666666,1.9333333,1.0,6.375,0.75,1.4285715
36,2024,3603,FDP/PLR,14.25,,3,4.1333332,,,7.6666665,8.1333332,8.6000004,8.8000002,8.333333,6.75,5.08333325,2.8333333,7.7333331,6.9333334,5.875,4.125,6.0,5.7142859
36,2024,3604,DM/LC/AdC,14.06,,4,4.0666666,,,5.4666667,5.1999998,5.1999998,6.0,5.1333332,6.125,5.29761885,7.0,6.1999998,6.4666667,4.2857141,3.375,5.0,5.7142859
36,2024,3605,GPS/PES,9.78,,7,4.8666668,,,1.3333334,1.2666667,1.1,1.8,1.0666667,2.25,0.226190485,1.1428572,1.1333333,1.4666667,0.25,6.125,0.5,1.0
36,2024,3606,GPL/PVL,7.55,,7,6.0,,,4.5999999,6.2666669,5.3000002,5.1999998,5.4666667,3.0,1.416666655,2.2,3.5999999,3.8571429,1.25,6.0,2.75,1.1428572
36,2024,3607,EVP/PEV,1.95,,10,3.9000001,,,5.6363635,5.090909,3.6666667,,4.1111112,4.4000001,7.5666666,8.2857141,4.75,7.375,3.8,4.0,6.0,6.5999999
36,2024,3608,EDU/UDF,1.23,,10,1.8333334,,,8.75,7.2222223,7.25,,7.0,8.0,9.125,8.7142859,8.636364,8.727273,7.6666665,3.6666667,8.75,9.0
36,2024,3610,Lega,0.55,,8,1.2307693,,,8.727273,6.818182,7.0,,5.3333335,7.4000001,8.8333335,5.6666665,9.3846149,8.636364,8.333333,1.5,8.75,9.0
36,2024,3615,MCG,0.51,,1,1.2727273,,,8.083333,6.0,7.0,,5.2222223,7.5999999,8.8333335,5.6666665,9.454545,8.3999996,8.0,1.25,8.5,8.5
37,2024,3701,PL,55.11,45.259998,5,5.6666665,5.0,4.0,6.3333335,5.6666665,7.0,6.0,3.0,,2.5,,7.3333335,6.6666665,4.0,6.6666665,6.5,7.0
37,2024,3702,PN,41.74,42.02,2,6.0,5.0,7.0,6.6666665,4.0,3.0,6.0,3.5,,4.75,,8.333333,7.6666665,4.0,5.6666665,6.0,7.0
40,2024,4001,DISY,27.77,24.780001,2,7.0,6.5,6.0,7.1999998,8.0,7.0,8.0,7.1999998,6.5,4.5,5.0,7.4000001,6.4000001,8.0,4.5,8.0,7.0
40,2024,4003,AKEL,22.34,21.49,6,5.0,4.0,3.0,2.0,2.2,4.5,1.6666666,2.4000001,3.5,1.75,1.3333334,3.0,1.8,3.0,3.0,4.0,3.0
40,2024,4004,DIKO,11.29,9.7200003,2,6.5999999,6.0,5.0,5.8000002,5.1999998,4.5,5.0,4.5999999,7.0,4.75,5.0,7.0,7.0,7.0,4.5,7.0,6.5
40,2024,4005,EDEK,6.72,5.0700002,5,6.1999998,6.0,,5.1999998,4.5999999,5.5,4.3333335,3.4000001,7.0,4.58333335,4.3333335,8.0,7.1999998,7.0,4.0,8.0,7.5
40,2024,4006,KOSP,4.41,1.29,7,6.1999998,5.0,5.0,4.4000001,4.0,4.0,3.3333333,3.2,4.0,2.5833333,2.3333333,5.0,4.25,1.0,4.5,5.0,5.0
40,2024,4009,ELAM,6.78,11.19,1,4.0,2.5,,9.3999996,4.5999999,6.0,4.3333335,3.2,9.5,7.25,8.666667,9.8000002,9.6000004,8.0,6.5,10.0,9.5
40,2024,4015,DIPA,6.1,2.1700001,3,6.5999999,6.0,5.0,5.4000001,4.8000002,4.5,4.6666665,4.4000001,6.5,4.79166665,4.6666665,7.0,6.1999998,7.0,4.5,7.0,6.5
45,2024,4501,Sj,19.4,,2,1.8333334,,,7.3333335,7.5,8.0,8.8000002,6.6666665,7.0,2.33333335,0.0,7.0,7.1666665,6.6666665,4.0,4.6666665,7.5
45,2024,4502,Graen,2.34,,7,2.6666667,,,2.5,2.3333333,2.0,1.6,1.3333334,2.6666667,0.41666667,0.0,1.8333334,3.5,1.0,4.0,2.4000001,3.5
45,2024,4503,F,7.8,,11,2.0,,,5.5,5.1666665,4.0,4.4000001,4.8333335,5.3333335,2.0,0.0,5.3333335,6.6666665,6.3333335,3.0,4.0,8.0
45,2024,4504,M,12.1,,11,1.1666666,,,8.5,8.333333,9.0,7.1999998,7.1999998,8.333333,4.41666665,0.0,9.0,9.5,6.3333335,3.5,8.0,9.5
45,2024,4505,Sam,20.8,,5,6.0,,,3.8333333,3.6666667,3.0,3.2,1.6666666,3.3333333,0.833333345,0.0,3.1666667,4.1666665,3.0,4.5,2.8,3.0
45,2024,4506,Pi,3.02,,9,5.3333335,,,3.5,3.5,2.0,3.0,2.1666667,0.0,0.75,0.0,1.0,1.8333334,1.6666666,6.0,1.25,2.5
45,2024,4507,V,15.8,,3,6.6666665,,,6.1666665,6.0,4.0,6.4000001,4.3333335,2.0,0.833333345,0.0,2.3333333,3.6666667,4.5,6.5,1.6666666,1.5
45,2024,4508,FlF,13.8,,9,2.8,,,3.6666667,2.8333333,3.0,1.5,1.0,7.3333335,3.25,0.0,7.0,7.8000002,5.0,5.0,5.6666665,8.0
